item_cat,item_name,item_price,prod_url,path,vector
sofa,"LANDSKRONA-5-seat sofa, with chaise longues/Grann/Bomstad dark beige/wood-9275815",14490.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/landskrona-spr-09275815,ikeadata/sofa/361.jpg,"[  0.       0.       0.       0.      24.512    0.       0.       0.
   0.       0.      25.97     0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.      75.539    0.       0.       0.       0.
   0.       0.       0.      14.243    8.9764   0.      11.964  475.39
   0.       0.       0.     105.35     0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.     163.67     0.
   0.       0.      12.601    0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.      48.769    0.       0.       0.      93.587    0.       0.
 349.61     0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.      22.635
   0.       0.       0.       0.       0.       0.       0.       0.
   0.      65.933    0.       0.       0.       0.       0.       0.
 149.65     0.      50.243    0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.      24.128    0.       0.       0.       0.       0.     167.34
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.      22.372    0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.      70.636    0.       0.       0.       0.
   0.       0.       0.       0.       0.       1.2968   0.       0.
   0.       0.       0.     137.65     0.       0.       0.       0.
  46.956    0.       0.      62.987  292.32     0.      79.72    30.048
   0.       0.       0.       0.       0.       0.      26.607   88.515
   0.       0.       0.       0.       0.       0.      69.478    0.
   0.       0.       0.      86.659    0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       1.4002   0.       0.       0.       0.       0.       0.    ]"
sofa,"LANDSKRONA-5-seat sofa, with chaise longues/Gunnared light green/metal-19269989",10990.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/landskrona-spr-19269989,ikeadata/sofa/362.jpg,"[  0.        0.        0.        0.       62.322     0.        0.
   0.        0.        0.        8.7783    0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
  60.769     0.        4.1842    0.        0.        0.        0.
   0.       41.659     0.        0.       55.274   457.11      0.
   0.        0.      165.42      0.        0.49137   0.        0.
   0.        0.        0.        0.        0.        0.      198.05
   0.       10.086     0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        2.5279    0.        0.
   0.      127.59      0.        0.      425.27      0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.       10.464
   0.        0.        0.        0.        0.       84.946     0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.      158.4       0.       94.001     0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.       22.747     0.
   0.        0.        0.        0.      146.83      0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.       58.707     0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.       57.905     0.
   0.       29.978     0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
  82.531     0.        0.        0.        0.      136.84      0.
   0.       87.214   211.26      0.        0.       45.86      0.
   0.        0.        0.        0.        0.        0.      158.81
   0.        0.        0.        0.        0.        0.        9.471
   0.        0.        0.        0.       46.603     0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.       21.848     0.        0.        0.
   0.        0.        0.        0.     ]"
sofa,"LANDSKRONA-5-seat sofa, with chaise longues/Grann/Bomstad grey-green/metal-19275810",14490.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/landskrona-spr-19275810,ikeadata/sofa/363.jpg,"[  0.        0.        0.        0.       41.72      0.        0.
   0.        0.        0.       27.889     0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
 169.94      0.        0.        0.        0.        0.        0.
   0.       48.479    14.994     0.       21.812   563.47      0.
  31.921     0.      148.55      0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.      197.17
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.       44.448     0.        0.
   0.       99.926     0.        0.      464.23      0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.       29.184
   0.        0.        0.        0.        0.        9.7938    0.
   2.3197    0.       76.908     0.        0.        0.        0.
   0.        0.      168.        0.      105.42      0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.      176.06      0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.       46.745     0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.       78.117     0.
   0.       46.225     0.        0.        0.        0.        0.
   0.        0.89079   0.        0.        0.        0.        0.
 149.64      0.        0.        0.        0.       87.619     0.
   0.       44.527   321.86      0.      127.61     20.446     0.
   0.        0.        0.        0.        0.       61.127   130.97
   0.        0.        0.        0.        0.        0.       19.633
   0.        0.        0.        0.       72.593     0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        2.1673    7.7304    0.        0.
   0.        0.        0.        0.     ]"
sofa,"LANDSKRONA-5-seat sofa, with chaise longues/Grann/Bomstad black/wood-39046200",14490.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/landskrona-spr-39046200,ikeadata/sofa/364.jpg,"[  0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.      18.233    0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       2.1655   0.       0.       0.       0.       0.       0.
   0.       0.       0.     309.18     0.       0.       0.       0.
   0.       0.       0.       0.      66.861    0.       5.7066 517.77
   0.     151.79     0.       0.       0.      42.514    0.       0.
   0.       0.       0.       0.      22.878    0.      20.171   20.238
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.      74.366   67.807
   0.      69.624    0.       8.6064   0.      26.167    0.       0.
 475.14     0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.      71.621
   0.       0.       0.       0.       0.       0.       0.      51.94
   0.     241.04     0.       0.       0.       0.       0.       0.
 182.27     0.     102.95     0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.     176.58
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.      32.143    0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.     111.15     0.       0.      88.832    0.
   0.       0.       0.       0.       0.     145.79     0.       0.
   3.8586   0.       0.     154.37     0.       0.       0.       0.
   0.       0.       0.       0.     345.13     0.     163.52     0.
   0.       0.       0.       0.       0.       0.     175.46   142.02
  20.157    0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.      73.315    0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
  49.432    0.       0.       0.       0.       0.       0.       0.    ]"
sofa,"LANDSKRONA-5-seat sofa, with chaise longues/Grann/Bomstad dark beige/metal-39275814",14490.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/landskrona-spr-39275814,ikeadata/sofa/365.jpg,"[0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6272e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.2496e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.6424e+01
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0040e+01 6.0586e+00 0.0000e+00 1.2756e+01 4.8160e+02
 0.0000e+00 0.0000e+00 0.0000e+00 1.1007e+02 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.6476e+02 0.0000e+00 3.5131e-01 0.0000e+00
 5.4611e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 4.2547e+01 0.0000e+00 0.0000e+00
 0.0000e+00 9.4676e+01 0.0000e+00 0.0000e+00 3.5928e+02 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.5737e+01 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 6.1661e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.4810e+02 0.0000e+00 5.3693e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0770e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 1.6941e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5881e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 6.7375e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7264e-01
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3879e+02
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.8582e+01 0.0000e+00
 0.0000e+00 6.8451e+01 2.9328e+02 0.0000e+00 7.9161e+01 4.1958e+01
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.1147e+01 9.1419e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 6.4543e+01 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 9.1054e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.7258e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]"
sofa,"LANDSKRONA-5-seat sofa, with chaise longues/Gunnared dark grey/metal-49269978",10990.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/landskrona-spr-49269978,ikeadata/sofa/366.jpg,"[  0.        0.        0.        0.       25.388     0.        0.
   0.        0.        0.       26.034     0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
 150.89      0.        0.        0.        0.        0.        0.
   0.       18.49      0.        0.       13.06    551.16      0.
  32.581     0.      141.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.      141.52
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.       52.074     0.        0.
   0.      114.79      0.        0.      429.59      0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.84616
   0.        0.        0.        0.        0.        0.        0.
  13.303     0.      153.13      0.        0.        0.        0.
   0.        0.      191.59      0.      149.82      0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.      225.27      0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.       16.368     0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        0.       83.858     0.
   0.       11.5       0.        0.        0.        0.        0.
   0.       12.421     0.        0.        0.        0.        0.
 187.95      0.        0.        0.        0.       72.999     0.
   0.       39.78    319.2       0.      122.73      0.        0.
   0.        0.        0.        0.        0.       47.896   136.96
   0.        0.        0.        0.        0.        0.       27.49
   0.        0.        0.        0.       75.967     0.        0.
   0.        0.        0.        0.        0.        0.        0.
   0.        0.        0.        0.        5.2942    0.        0.
   0.        0.        0.        0.     ]"
sofa,LANDSKRONA so5 w chs lngs/Grann/Bomstad bl/m AP JP,14490.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/landskrona-spr-79046199,ikeadata/sofa/367.jpg,"[0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.3536e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.7801e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9580e+02
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 3.6042e-01 4.8583e+01 0.0000e+00 8.3068e+01 5.6488e+02
 0.0000e+00 3.7764e+01 0.0000e+00 9.8855e+01 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.4155e+02 0.0000e+00 0.0000e+00 0.0000e+00
 7.9613e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0219e+02 0.0000e+00 0.0000e+00
 0.0000e+00 5.6992e+01 0.0000e+00 0.0000e+00 4.4114e+02 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 5.2268e+01 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 1.2766e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.7735e+02 0.0000e+00 7.4554e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.2267e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6507e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 6.6570e+01 0.0000e+00 0.0000e+00 2.2420e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.5548e+00
 0.0000e+00 0.0000e+00 6.4348e+00 0.0000e+00 0.0000e+00 1.7487e+02
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.2669e+00 0.0000e+00
 0.0000e+00 3.3216e+01 3.6118e+02 0.0000e+00 1.4983e+02 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 1.0565e+02 9.4024e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.6939e+01 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 9.9011e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.2279e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]"
sofa,"LANDSKRONA-5-seat sofa, with chaise longues/Grann/Bomstad golden-brown/metal-99269155",14490.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/landskrona-spr-99269155,ikeadata/sofa/368.jpg,"[  0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.     132.34     0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.      14.837    0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.     430.24
   0.      37.176    0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.      93.257    0.
   0.       0.      97.129    0.       0.       0.       0.       0.
   0.       0.       0.      19.585    0.       0.       0.       0.
   0.     216.31     0.       0.       0.      72.494    0.       0.
 156.32     0.       0.      99.645    0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.      68.232
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.     199.71     3.3468   0.       0.       0.       0.       0.
 162.43     0.      54.991    0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.     260.42
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.      36.607    0.       0.       0.      67.176
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.     258.44     0.       0.       0.       0.
   0.       0.       0.      89.141  408.15     0.      58.449    0.
   0.       0.       0.       0.       0.       0.       0.     110.29
   0.       0.       0.       0.       0.       0.     169.1      0.
   0.       0.       0.     116.76     0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       2.8174
   0.       0.       0.       0.       0.       0.       0.       0.    ]"
sofa,"NORSBORG-chaise longue, Edum bright green/birch-19239803",3000.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/norsborg-spr-19239803,ikeadata/sofa/369.jpg,"[  0.       0.       0.       0.     283.08     0.       0.       0.
   0.      83.306    9.0691   0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.      39.607    0.       0.       0.       0.
 208.05     0.       0.     192.76     0.       0.       0.     164.17
   0.     185.72     0.     511.2      0.       0.       0.       0.
   0.       0.       0.      34.069    8.691  118.74   320.38   112.83
   0.       0.     369.96     0.       0.       0.       0.       0.
   0.      62.933    0.       0.       0.       0.       0.       0.
   0.     254.88     0.       3.6081   0.     176.85     0.       0.
 375.82     0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.      10.601    0.       0.       0.      27.994    0.       0.
   0.      41.513    0.       0.       0.       0.       0.     129.17
 121.69     0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.     104.95     0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       1.9672   0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.     262.26     0.       0.      32.04     0.
   0.     234.86     0.       0.       0.       0.       0.       0.
  62.213    0.       0.      37.046  270.44     0.       0.       0.
 388.77     0.       0.      36.034  533.4      0.      96.723   33.897
   0.       0.       0.       0.       0.       0.       0.       0.
 215.04     0.       0.       0.       0.       0.     101.38     0.
   0.       0.      25.753    0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
  83.56     0.     531.84     0.       0.       0.       0.       0.    ]"
sofa,"NORSBORG-chaise longue, Edum beige/birch-59239797",3000.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/norsborg-spr-59239797,ikeadata/sofa/370.jpg,"[  0.       0.      42.929    0.      31.59     0.       0.       0.
   0.      44.235   45.976    0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
  88.794    0.       0.       0.       0.       0.       8.5566   8.3619
   0.       0.       0.     161.99     0.       0.       0.       0.
   0.       0.       0.       0.       0.     140.44   115.81   111.39
  55.721    0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       5.6623   0.       0.       0.       0.
   0.      82.526    0.       0.       0.       2.6347   0.       0.
  10.126    0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.     193.64
   0.       0.       0.       0.       0.      49.739    0.       0.
   0.       0.       0.       0.       0.       0.      28.233    0.
   0.      12.539    0.       0.       0.       0.       0.      80.417
 128.37     0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.      61.548    0.       0.       0.       0.      55.482   74.608
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.      29.154    0.       0.
   0.       0.       0.     154.69     0.       0.       0.     131.69
  36.831   18.095    0.       0.       0.       0.       0.       0.
 150.25     0.       0.       0.     290.45     0.       0.       0.
 104.77     0.       0.       0.     167.41     0.      42.803   25.295
   0.       0.       0.       0.       0.       0.     127.51     0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.      49.368    0.       0.
   0.       0.      34.431    0.       0.       0.       0.       0.    ]"
sofa,"NORSBORG-chaise longue, Edum beige/metal-59240079",3000.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/norsborg-spr-59240079,ikeadata/sofa/371.jpg,"[  0.       0.      53.686    0.      58.931    0.       0.       0.
   0.      63.434   25.411    0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
 129.93     0.       0.       0.       0.       0.      13.88     0.
   0.       0.       0.     215.03     0.       0.       0.       0.
   0.       0.       0.       0.       0.     117.88   130.52   126.71
  93.466    0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.      54.328    0.       0.       0.      25.784    0.       3.093
  21.739    0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.     185.1
   0.       0.       0.       0.       0.      79.763    0.       0.
   0.       0.       0.       0.       0.       0.      33.505    0.
   0.      44.228    0.       0.       0.       0.       0.     111.24
 150.25     0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.      77.522    0.       0.       0.       0.      33.363   92.276
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       9.3218   0.       0.
   0.       0.       0.     207.33     0.       0.       1.5869 149.35
  11.546    3.5182   0.       0.       0.       0.       0.       0.
 122.66     0.       0.       0.     318.7      0.       0.       0.
 115.18     0.       0.       0.     226.01     0.      33.59    21.828
   0.       0.       0.       0.       0.       0.     118.68     0.
   0.       0.       0.       0.       0.       0.       1.7957   0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.      80.063    0.       0.
   0.       0.      18.058    0.       0.       0.       0.       0.    ]"
sofa,"LIDHULT-chaise longue, Lejde red-brown-69266139",7000.0,https://www.ikea.com.hk/en/products/sofas-and-armchairs/sofas/lidhult-spr-69266139,ikeadata/sofa/372.jpg,"[  0.       0.       0.       0.     388.68     0.       0.     199.59
   0.     244.87    92.471    0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.      54.056    0.       0.       0.       0.
 317.13     0.       0.     121.32    54.9      0.       0.     260.43
   0.     252.45     0.      35.973    0.       0.       0.       0.
   0.       0.       0.       6.45     0.     154.59   183.71     0.
   0.       0.      78.499    0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.     424.78     0.      46.252    0.      45.088    0.       0.
 198.21     0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.      66.874
   0.       0.       0.       0.       0.       0.       0.       0.
   0.     170.41     0.       0.       0.       0.       0.     159.8
   0.       0.       7.7203   0.       0.       0.       0.     146.63
 192.37     0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.      41.655    0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.      54.039    0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.      60.41
   0.      23.445    0.       0.       0.       0.       0.       0.
 186.64     0.       0.      48.677  246.38     0.       0.       0.
 193.31     0.       0.       0.     514.81     0.     363.24     0.
   0.       0.       0.       0.       0.       0.     252.79     0.
 162.84     0.       0.       0.       0.       0.      39.794    0.
   0.       0.     175.52     0.       0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.     406.69     0.       0.       0.       0.       0.    ]"
